trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
738,False,"{'a': 0.5, 'e': 0.000629868179097574}",20,11,18.6941793826842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.0006236008859994445}",20,9,18.553409556966088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.0006173959535095834}",20,12,16.850344524918146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.0006112527611295723}",25,3,35.05877883012303,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.0006051706945350532}",30,14,28.664387968184126,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.0005991491455142981}",30,22,14.985074389894473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.000593187511907387}",30,11,34.581522751855715,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.0005872851975459907}",25,10,28.950524876049585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.0005814416121937556}",20,16,9.252870020483337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.0005756561714872761}",20,11,15.774247702563121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.0005699282968776604}",20,5,25.234296108181127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.0005642574155726738}",30,20,19.017841898656908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.0005586429604794611}",25,10,27.208007444557612,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.0005530843701478336}",20,14,12.029199649625447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.0005475810887141261}",20,10,18.706139485199987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.0005421325658456086}",25,7,33.214394107169674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.0005367382566854548}",20,9,18.787783643766364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.0005313976217982529}",20,0,24.531254205429164,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.0005261101271160638}",25,14,20.731468838536937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.0005208752438850122}",30,22,13.731942962473529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.0005156924486124138}",25,8,28.85993470257192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.0005105612230144218}",25,2,38.054158952688915,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.0005054810539642003}",20,10,17.590407129173837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.0005004514334406104}",20,13,12.980080254445946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.0004954718584774093}",20,10,15.820795864571716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.0004905418311129505}",20,9,18.897503243196514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.0004856608583403892}",25,3,-5.566488347388977,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
765,False,"{'a': 0.5, 'e': 0.0004808284520583803}",20,10,16.855389507944757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.00047604412902226933}",20,6,23.560923469296405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.00047130741079576537}",30,22,14.956981436389457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.0004666178237030984}",20,9,18.72822429864665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.0004619748987816513}",25,12,20.38458944778291,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.0004573781717350623}",25,11,24.68538444595879,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.00045282718288679695}",20,13,12.008531873901862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.00044832147713417755}",25,5,34.89222060630228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.000443860603902874}",25,19,10.208589813507324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.00043944411710184546}",20,8,19.600611092629087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.0004350715750787321}",30,16,23.07760388597846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.00043074254057568753}",25,11,20.056904946468062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.00042645658068565383}",25,13,20.167077057233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.00042221326680906996}",20,12,13.74576474594159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.0004180121746110129}",20,0,29.27199075187329,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
780,False,"{'a': 0.5, 'e': 0.00041385288397876164}",20,0,28.410439654109698,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.0004097349789797868}",20,6,26.06465650149987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.0004056580478201565}",35,14,36.415300404521005,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.0004016216828033581}",25,11,26.903584591879504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.00039762548028952584}",25,6,32.630708326534766,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.0003936690406550783}",20,13,15.850582470551778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.0003897519682527545}",25,19,11.313333997203246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.00038587387137205064}",25,15,22.185291554507337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.0003820343622000467}",20,3,-12.624001299199847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
789,False,"{'a': 0.5, 'e': 0.00037823305678262576}",20,11,18.108718781351087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.000374469574986078}",20,10,14.655284337422977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.0003707435404590882}",20,14,11.377979345618963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.0003670545805950984}",30,13,29.38560357664756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.0003634023264950478}",20,12,13.995377446748659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.00035978641293048274}",25,10,28.587061244699342,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.00035620647830703403}",20,5,25.721276187812094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.00035266216462825575}",25,13,18.35755119672775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.0003491531174598264}",30,18,1.9683491955388122,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.00034567898589410494}",25,15,17.210570170021388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.0003422394225150394}",20,8,14.191041690773362,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.0003388340833634261}",25,5,36.37190541071067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.00033546262790251185}",20,6,23.71910850772182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.00033212471898394095}",20,1,9.819085693556303,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.00032882002281403995}",30,18,20.18200950135716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.00032554820892043796}",30,11,32.672543481121046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.00032230895011901855}",25,9,27.485865890608398,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.00031910192248120326}",20,9,21.004756200652754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.00031592680530155527}",25,19,11.36599861041152,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.00031278328106571065}",20,0,26.333446413013256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.0003096710354186262}",30,19,21.823617428782388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.0003065897571331437}",30,22,-5.889371689901565,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.0003035391380788668}",25,20,9.617816047607722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.0003005188731913479}",30,12,35.03072516087027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.0002975286604415808}",20,0,33.00305851721376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
814,False,"{'a': 0.5, 'e': 0.0002945682008057998}",25,13,20.981830306953608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.0002916371982355737}",25,12,24.886184557791694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.000288735359628203}",25,0,38.35452338127315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.5, 'e': 0.0002858623947974087}",20,12,15.637555965723333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.0002830180164443136}",30,11,38.27480576330979,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.000280201940128712}",20,13,10.1464161490426,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.0002774138842406257}",20,5,25.47303349655061,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.00027465356997214254}",25,13,22.975317138915827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.00027192072128953476}",30,22,15.974263291298328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.00026921506490565784}",35,21,24.004723711348163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.00026653633025261806}",25,14,23.601484626222963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.00026388424945471793}",20,13,11.804195877307174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.00026125855730166754}",25,18,13.836065783043908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.0002586589912220635}",30,11,30.059588764242587,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.00025608529125713156}",30,21,20.54129937346434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.0002535372000347304}",20,14,13.015242426484008,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.000251014462743614}",20,16,9.61222548690086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.00024851682710795185}",25,11,23.169059885117132,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.00024604404336209853}",30,16,26.83610873613889,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.0002435958642256188}",20,6,28.525642869035412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.00024117204487855885}",20,13,12.360263166530718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.00023877234293696414}",25,18,11.7198221006241,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.00023639651842864072}",20,10,16.79228906735277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.00023404433376915794}",20,16,5.395767494105396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.00023171555373808925}",20,16,8.386962456450537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.00022940994545549173}",25,14,17.303231705254912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.00022712727835861536}",20,11,15.655322541389644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.0002248673241788482}",20,0,32.02786902013532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
842,False,"{'a': 0.5, 'e': 0.00022262985691888897}",20,8,14.752923856966865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.00022041465283014714}",20,9,18.955754691874095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.00021822149039036782}",25,6,-6.587086588125507,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
845,False,"{'a': 0.5, 'e': 0.0002160501502814794}",25,13,22.86974638433072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.00021390041536766149}",25,8,33.44525638904129,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.00021177207067363092}",25,15,20.619880289750917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.0002096649033631454}",25,14,19.009107896070912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.00020757870271771752}",20,8,22.931505419042733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.00020551326011554428}",20,14,10.275366079706538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.00020346836901064417}",30,20,20.239398802122086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.0002014438249122027}",20,7,28.83825213040447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.00019943942536412282}",20,16,6.854335900930757,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.00019745496992477945}",25,6,31.169486687307433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.0001954902601469746}",20,10,17.99350017494062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.00019354509955809383}",20,12,17.003687100955077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.00019161929364045703}",25,13,23.675292472675846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.00018971264981186754}",30,20,18.112119435758185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.00018782497740635362}",20,10,18.355319405548087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.0001859560876551017}",25,18,6.246928459650695,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.0001841057936675792}",20,7,21.349711261379046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.5, 'e': 0.00018227391041284545}",20,8,21.43409421096415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.0001804602547010481}",20,14,11.957359477399958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.00017866464516510524}",30,22,17.510958791064027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.0001768869022425666}",25,9,27.746059230761517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.00017512684815765842}",20,9,18.90748450247876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.00017338430690350557}",25,13,20.471963064979573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.00017165910422453046}",35,24,22.898736768067007,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.0001699510675990275}",20,9,18.0534226674444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.00016826002622191084}",25,13,23.359612411942713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.00016658581098763324}",25,17,14.25150442266789,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.00016492825447327666}",30,22,15.75527637253563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.00016328719092180806}",20,3,28.798646281429534,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.00016166245622550477}",25,10,26.175120861710255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.00016005388790954318}",20,0,31.613322748671962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
876,False,"{'a': 0.5, 'e': 0.00015846132511575126}",20,11,14.307332292274518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.00015688460858652242}",30,13,33.287514267982715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.00015532358064888985}",30,8,38.17931651579445,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.00015377808519875894}",30,12,35.604484692647674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.00015224796768529644}",30,16,4.31767199483846,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.0001507330750954765}",25,14,18.853555064611268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.00014923325593877739}",20,7,23.195344746860517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.00014774836023203364}",20,8,20.676623011563986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.00014627823948443712}",25,16,14.945396497860285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.000144822746682688}",20,11,14.600440816377578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.00014338173627629318}",25,13,24.346061204966123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.00014195506416301115}",25,6,31.76504857985505,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.00014054258767444143}",20,15,8.159473962716536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.00013914416556175865}",20,4,27.879711990501505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.0001377596579815859}",25,12,21.198103120777777,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.0001363889264820114}",20,16,7.913915323984494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.00013503183398874292}",25,19,10.659015076208409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.00013368824479140023}",20,9,21.887665338327956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.0001323580245299439}",20,2,28.36588105710962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.00013104104018123928}",20,6,24.671358031062493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.0001297371600457538}",25,18,11.490215490961022,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.0001284462537343878}",20,13,13.033129681268003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.0001271681921554341}",20,13,12.675381730839149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.00012590284750166984}",20,11,17.549428615373493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.0001246500932375751}",25,17,11.851354466878973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.00012340980408667956}",30,20,18.36359379217231,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.0001221818560190345}",25,19,10.194920273836829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.00012096612623880994}",25,17,14.43476287239063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.00011976249317201468}",20,14,10.408858216803909,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.00011857083645433882}",20,12,14.394081256975872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.00011739103691911796}",25,15,19.09972225845667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.00011622297658541522}",20,11,16.22224347927194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.00011506653864622381}",20,15,8.089551864997674,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.00011392160745678613}",30,18,23.970852432780898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.00011278806852302912}",20,10,18.13080977795288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.00011166580849011478}",30,19,19.95899885798373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.0001105547151311046}",20,8,19.39961441387632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.00010945467733573657}",20,6,23.755862378681158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.00010836558509931485}",25,8,29.190454094535824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.000107287329511708}",25,16,17.37933852097861,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.00010621980274645875}",20,5,24.467525372129682,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.00010516289805000093}",25,20,10.347400021736428,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.00010411650973098415}",20,15,8.848599652858212,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.00010308053314970452}",20,8,24.484053019596704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.00010205486470764058}",25,15,16.76219221619737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
