trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,12,11.45303734135465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",30,0,-30.894611851679166,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,6,-70.5564086089429,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 2}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,13,14.284901627440608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,0,14.016496053985374,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",25,5,22.361137039714094,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,0,-3.0790313928448105,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,14,18.60087650360272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,11,3.4858666679841814,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,3,-46.78495548906814,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,5,12.616667235912802,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",30,9,28.395572971354472,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,0,24.76883541586312,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,9,-6.730151189700236,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",20,14,10.886717411979891,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,2,-61.86897999064278,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,13,12.423378101306007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,0,5.81685144865672,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,11,15.292378783879906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,4,31.517333978339074,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,18,7.072587298322581,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",30,13,30.190510153620473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",30,18,20.466673204811663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",30,13,-45.12721740929792,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,10,31.84514083970142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",30,16,2.8861043714238894,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,13,1.4315981382398255,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,16,7.288718853209015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,9,-19.275402442779747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,0,4.515591389067699,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,8,21.1792540427122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,6,10.792263055324145,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,4,-9.514722043176832,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",25,3,6.671420575529465,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",30,8,-7.933613728173931,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,11,-18.051279767085237,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",25,13,-19.641713386795935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,20,17.652494207556494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,0,30.296572115798632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,4,17.678424539652518,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",25,12,22.676771721566183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",30,12,30.062309415104068,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",25,15,0.0869747769401128,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",20,7,-29.731916184831917,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",30,19,20.688697477085906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,9,8.754447404331113,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",20,0,1.8368034567858333,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",20,12,13.36301473798092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,1,21.08014140157535,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,11,26.189812778473723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",30,14,26.110893068242177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,13,15.696778989196275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,0,-4.45632005112609,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",20,0,28.37630929246945,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",20,13,13.690114574374324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,0,-7.892157284502977,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,9,16.54641838567788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",30,13,22.097162554733902,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,14,19.877003781620598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",35,18,33.83208200463495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,21,0.6302388572213304,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,19,3.8495580253445776,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,12,15.825326999713889,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",30,20,18.640197603685845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,7,-30.236567744534163,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",20,13,14.03020213132045,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,1,24.039236579957276,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",30,20,16.45471048458372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",25,18,11.287759081851185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,1,30.776932086206614,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",35,18,28.048289072944502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,7,-27.643017686612914,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",30,0,5.585923776041046,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,16,6.45538372206917,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,8,29.1228502195777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",25,5,-27.43381703737985,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,14,-3.3434904375865635,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,20,12.933261757869523,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,7,19.56962102821858,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,13,10.335247364928348,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,9,18.17455769859048,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",25,18,14.278260060072963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,11,-0.7121593935119075,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,14,21.456871199172422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",35,25,18.439733249140176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",25,7,27.792537583397298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",25,1,27.88977399630212,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,15,10.778397226156363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,17,11.044950510915571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,11,18.831804533859174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,13,12.09088027561619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,8,-3.9666892910334823,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,12,14.005478173437846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,11,30.033936312140316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,5,0.42217569649316755,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,4,26.716405522905234,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",30,19,19.69941845919086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,4,26.170772059225566,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",30,20,19.891193813790434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",30,13,-29.02127215173053,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",25,7,17.909935527974124,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",30,18,18.736443698658697,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,3,11.832326499239295,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,8,29.127067460509842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,13,20.21299643185299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,11,18.101545448977372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,0,-1.521391803760828,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",25,6,-7.228796751621173,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,15,18.38409785243283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,20,8.107538387220481,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",25,17,15.921669021624332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,13,19.38320734105667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,15,16.888474354191683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,12,15.414229669463376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",30,18,1.684040891347038,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",30,21,-3.89574668163881,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,12,12.47761561865152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,14,5.344840781499297,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,14,15.274660611794639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04929167876046215}",25,11,-38.40545140979869,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.04880121836201296}",30,12,17.66755381417132,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04831563812606777}",25,17,16.789566736342557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04783488949419837}",20,12,17.641849877753863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04735892439114091}",20,8,18.451179770774115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.046887695219988486}",25,17,14.808611343510359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04642115485743125}",20,13,13.058955511962505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.045959256649044204}",30,14,29.712232789252393,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.04550195440462157}",30,16,-2.9270335244788876,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0450492023935578}",30,14,25.90028473936414,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.044600955340274535}",35,27,6.75147989592099,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04415716841969286}",25,11,4.312135327223158,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04371779725275094}",20,10,15.764450431573207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.043282797901965896}",30,12,25.12514132476202,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04285212686704019}",30,8,12.987458702274516,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.042425741080511385}",25,2,34.653794761948255,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04200359790344555}",20,6,14.057257331218715,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04158565512117316}",20,16,5.1060776354186075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04117187093906774}",30,19,19.096896312596105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.04076220397836621}",30,21,15.118515895568947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.04035661327203115}",30,16,-17.891800607396423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.039955058260653896}",25,16,21.2430578212684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039557498788398725}",30,21,13.07300492030917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.039163895098987066}",20,4,33.808902781437816,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03877420783172201}",20,0,10.51118067262041,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038388398017552054}",30,20,13.629342333450717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.038006427075174314}",25,7,34.6709412319479,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.0376282568071762}",30,15,24.897469226660334,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03725384939621581}",35,13,40.29686884514835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,6,29.986334450810887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.0365161737537404}",30,10,25.84329655102456,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03615283175404641}",30,3,33.01312000640905,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.0357931050676553}",25,15,16.0412682707204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03543695772159864}",20,16,8.14012441374642,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.035084354100845025}",25,3,1.3091253840515185,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03473525894473856}",25,5,27.66195313709414,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03438963734347271}",20,5,23.20876499387562,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.034047454734599344}",20,8,15.94237197418315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.033708676899572396}",20,0,33.64006257629289,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.03337326996032608}",25,7,34.38071718763399,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03304120037588693}",25,7,21.1080934356636,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03271243493901982}",35,21,26.127918880591192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03238694077290704}",25,13,22.32240247165745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03206468532786077}",25,11,24.20557825284377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03174563637806794}",20,10,17.131827828846983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03142976201836771}",25,17,15.658885915094501,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.03111703066106086}",20,9,11.254059942974568,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030807411032751076}",35,23,18.95591154638348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.030500872171217483}",20,7,18.144248620123346,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0301973834223185}",20,14,8.770476164451612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029896914436926308}",30,18,20.61411022027575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029599435167892}",25,3,25.276084666223607,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029304915867040746}",20,6,23.133151566609254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.029013327082197053}",30,9,37.33508245922125,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028724639654239423}",30,10,36.55705630155994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028438824714184505}",20,8,20.068777604214596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.028155853680300096}",25,13,22.63971482040586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027875698255247015}",30,13,29.688594564064353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027598330423249287}",20,9,-2.2781528967254525,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,8,23.824273722179687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.027051846866350416}",20,0,32.534039314831865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.5, 'e': 0.026782676492638175}",20,0,-18.62094866567733,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.02651618440889418}",20,11,18.54815705809052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02625234396568796}",25,14,19.109959384153537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025991128778755347}",20,16,6.879500984367821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.02573251272635994}",25,20,8.588337506514168,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
